tiempo_s,temperatura_C
449.50,27.75
450.00,27.50
450.50,27.50
451.00,27.50
451.50,27.75
452.00,27.75
452.50,27.50
453.00,27.75
453.50,27.75
454.00,27.25
454.50,27.50
455.00,27.75
455.50,27.75
456.00,27.50
456.50,27.25
457.00,27.75
457.50,27.75
458.00,27.50
458.50,27.50
459.00,27.75
459.50,27.50
460.00,27.75
460.50,27.50
461.00,27.50
461.50,27.75
462.00,27.50
462.50,27.50
463.00,27.75
463.50,27.50
464.00,27.75
464.50,27.25
465.00,27.75
465.50,27.75
466.00,27.50
466.50,27.50
467.00,27.75
467.50,27.50
468.00,28.00
468.50,27.50
469.00,27.50
469.50,27.75
470.00,27.75
470.50,27.25
471.00,27.50
471.50,27.25
472.00,27.75
472.50,27.75
473.00,27.75
473.50,27.75
474.00,27.75
474.50,27.75
475.00,27.50
475.50,27.50
476.00,27.75
476.50,27.75
477.00,27.75
477.50,27.75
478.00,27.75
478.50,28.00
479.00,28.00
479.50,27.75
480.00,27.50
480.50,28.00
481.00,27.25
481.50,27.25
482.00,28.00
482.50,28.00
483.00,27.75
483.50,28.00
484.00,28.00
484.50,28.00
485.00,28.00
485.50,28.00
486.00,27.50
486.50,28.00
487.00,28.00
487.50,27.75
488.00,27.50
488.50,27.75
489.00,27.50
489.50,27.50
490.00,28.00
490.50,28.00
491.00,27.75
491.50,28.00
492.00,27.75
492.50,27.75
493.00,27.50
493.50,27.75
494.00,28.00
494.50,28.00
495.00,27.75
495.50,28.00
496.00,28.00
496.50,27.50
497.00,27.75
497.50,27.50
498.00,27.50
498.50,28.00
499.00,28.00
499.50,28.25
500.00,28.00
500.50,28.00
501.00,27.75
501.50,28.00
502.00,28.25
502.50,28.25
503.00,28.00
503.50,28.25
504.00,28.00
504.50,28.25
505.00,27.75
505.50,28.00
506.00,28.50
506.50,28.00
507.00,28.00
507.50,28.25
508.00,28.00
508.50,28.50
509.00,28.25
509.50,28.50
510.00,28.00
510.50,28.50
511.00,28.00
511.50,28.00
512.00,28.25
512.50,28.00
513.00,28.00
513.50,28.00
514.00,27.75
514.50,28.25
515.00,28.00
515.50,28.25
516.00,27.50
516.50,28.25
517.00,28.25
517.50,28.50
518.00,28.25
518.50,27.75
519.00,28.25
519.50,28.00
520.00,28.25
520.50,27.75
521.00,27.75
521.50,27.75
522.00,28.25
522.50,28.00
523.00,28.25
523.50,28.25
524.00,28.25
524.50,28.00
525.00,27.75
525.50,28.50
526.00,28.50
526.50,28.50
527.00,28.25
527.50,27.75
528.00,28.25
528.50,27.75
529.00,28.25
529.50,28.25
530.00,28.50
530.50,28.25
531.00,28.25
531.50,28.25
532.00,28.25
532.50,28.50
533.00,28.25
533.50,28.00
534.00,28.50
534.50,28.50
535.00,28.50
535.50,28.50
536.00,28.50
536.50,28.25
537.00,27.75
537.50,28.50
538.00,28.50
538.50,28.50
539.00,28.25
539.50,28.75
540.00,28.50
540.50,28.25
541.00,28.75
541.50,28.75
542.00,28.00
542.50,28.00
543.00,28.75
543.50,28.00
544.00,28.25
544.50,28.25
545.00,28.25
545.50,28.50
546.00,28.00
546.50,28.50
547.00,27.75
547.50,28.50
548.00,28.00
548.50,27.75
549.00,28.75
549.50,29.00
550.00,28.25
550.50,28.50
551.00,28.25
551.50,28.50
552.00,28.75
552.50,28.50
553.00,28.25
553.50,28.50
554.00,28.50
554.50,28.50
555.00,28.25
555.50,29.00
556.00,28.25
556.50,28.50
557.00,28.25
557.50,28.00
558.00,28.75
558.50,28.50
559.00,28.50
559.50,28.25
560.00,28.50
560.50,28.75
561.00,29.00
561.50,28.75
562.00,28.00
562.50,28.50
563.00,28.00
563.50,28.50
564.00,28.25
564.50,28.25
565.00,28.25
565.50,28.25
566.00,29.00
566.50,28.50
567.00,28.75
567.50,28.75
568.00,28.75
568.50,28.50
569.00,28.25
569.50,28.25
570.00,28.50
570.50,28.75
571.00,28.75
571.50,28.75
572.00,29.00
572.50,28.50
573.00,28.75
573.50,28.25
574.00,28.25
574.50,28.50
575.00,28.75
575.50,28.50
576.00,28.50
576.50,28.50
577.00,28.75
577.50,28.75
578.00,28.75
578.50,28.50
579.00,28.50
579.50,29.00
580.00,29.00
580.50,29.00
581.00,28.50
581.50,29.25
582.00,28.75
582.50,28.75
583.00,28.75
583.50,28.50
584.00,28.50
584.50,28.75
585.00,28.75
585.50,28.75
586.00,28.75
586.50,29.00
587.00,29.00
587.50,29.00
588.00,28.75
588.50,28.75
589.00,29.00
589.50,28.50
590.00,29.25
590.50,29.00
591.00,28.75
591.50,29.00
592.00,29.00
592.50,28.75
593.00,29.00
593.50,28.75
594.00,28.50
594.50,29.00
595.00,28.50
595.50,28.75
596.00,28.75
596.50,28.25
597.00,29.00
597.50,29.00
598.00,29.00
598.50,28.75
599.00,29.25
599.50,28.50
600.00,29.25
600.50,29.00
601.00,29.25
601.50,29.00
602.00,28.50
602.50,29.00
603.00,29.00
603.50,28.75
604.00,29.00
604.50,29.25
605.00,28.50
605.50,29.00
606.00,29.00
606.50,29.00
607.00,29.00
607.50,28.75
608.00,29.50
608.50,28.75
609.00,29.00
609.50,29.50
610.00,29.00
610.50,28.50
611.00,29.25
611.50,29.25
612.00,29.25
612.50,28.75
613.00,28.75
613.50,29.25
614.00,29.25
614.50,28.75
615.00,28.75
615.50,29.50
616.00,29.00
616.50,29.00
617.00,28.50
617.50,29.00
618.00,28.75
618.50,29.25
619.00,29.25
648.50,29.50
649.00,28.75
649.50,29.25
650.00,29.75
650.50,29.50
651.00,29.25
651.50,30.25
652.00,29.25
652.50,29.25
653.00,29.50
653.50,29.00
654.00,29.50
654.50,29.50
655.00,29.50
655.50,29.25
656.00,29.50
656.50,29.50
657.00,29.25
657.50,29.00
658.00,29.25
658.50,29.25
659.00,29.50
659.50,29.25
660.00,29.75
660.50,29.75
661.00,29.50
661.50,29.75
662.00,29.25
662.50,29.75
663.00,29.50
663.50,29.25
664.00,29.25
664.50,30.00
665.00,29.25
665.50,29.00
666.00,29.75
666.50,29.25
667.00,29.25
667.50,29.50
668.00,29.50
668.50,29.50
669.00,29.25
669.50,29.50
670.00,29.25
670.50,29.50
671.00,29.50
671.50,29.75
672.00,29.50
672.50,29.50
673.00,29.50
673.50,29.25
674.00,29.50
674.50,29.00
675.00,29.50
675.50,29.75
676.00,29.25
676.50,29.25
677.00,29.75
677.50,29.25
678.00,29.50
678.50,28.75
679.00,29.75
679.50,29.50
680.00,29.25
680.50,29.75
681.00,29.50
681.50,29.25
682.00,29.00
682.50,29.50
683.00,29.50
683.50,29.75
684.00,29.50
684.50,29.50
685.00,30.00
685.50,29.50
686.00,29.00
686.50,29.75
687.00,29.50
687.50,30.00
688.00,29.50
688.50,29.75
689.00,30.00
689.50,29.50
690.00,29.50
690.50,29.50
691.00,29.00
691.50,30.00
692.00,30.00
692.50,29.75
693.00,30.00
693.50,29.75
694.00,29.75
694.50,30.00
695.00,29.50
785.50,30.75
786.00,30.50
786.50,30.25
787.00,30.50
787.50,30.50
788.00,30.25
788.50,30.50
789.00,30.50
789.50,30.25
790.00,30.00
790.50,30.25
791.00,30.00
791.50,30.50
792.00,30.25
792.50,30.25
793.00,30.50
793.50,30.50
794.00,30.25
794.50,30.50
795.00,30.50
795.50,30.25
796.00,30.25
796.50,30.50
797.00,30.25
797.50,30.50
798.00,30.50
798.50,30.50
799.00,30.50
799.50,30.50
800.00,30.50
800.50,30.50
801.00,30.75
801.50,30.50
802.00,30.50
802.50,30.50
803.00,30.00
803.50,30.50
804.00,30.25
804.50,30.25
805.00,30.75
805.50,30.75
806.00,30.25
806.50,30.75
807.00,30.75
807.50,30.50
808.00,30.75
808.50,30.75
809.00,30.25
809.50,30.25
810.00,30.75
810.50,30.25
811.00,30.50
811.50,30.50
812.00,30.50
812.50,30.50
813.00,30.50
813.50,30.75
814.00,30.25
814.50,30.50
815.00,30.75
815.50,30.75
816.00,30.25
816.50,30.50
817.00,30.50
817.50,30.50
818.00,30.75
818.50,30.50
819.00,30.75
819.50,30.25
820.00,30.50
820.50,30.00
821.00,30.50
821.50,30.50
822.00,30.75
822.50,30.50
823.00,31.00
823.50,30.75
824.00,30.50
824.50,30.75
825.00,31.00
825.50,30.50
826.00,30.50
826.50,30.25
827.00,30.50
827.50,30.75
828.00,30.75
828.50,30.75
829.00,31.00
829.50,30.75
830.00,31.25
830.50,31.00
831.00,30.75
831.50,30.75
832.00,30.50
832.50,31.00
833.00,30.50
833.50,31.00
834.00,30.50
834.50,30.75
835.00,31.25
835.50,30.75
836.00,30.50
836.50,30.75
837.00,31.00
837.50,30.75
838.00,31.00
838.50,31.00
839.00,30.75
839.50,30.75
840.00,30.50
840.50,31.00
841.00,31.00
841.50,31.25
842.00,31.00
842.50,30.50
843.00,31.25
843.50,30.50
844.00,31.25
844.50,31.00
845.00,31.00
845.50,31.25
846.00,30.75
846.50,30.75
847.00,30.50
847.50,31.25
848.00,30.50
848.50,30.75
849.00,31.25
849.50,30.75
850.00,31.25
850.50,30.75
851.00,30.75
851.50,31.25
852.00,31.00
852.50,30.75
853.00,31.25
853.50,31.25
854.00,31.00
854.50,30.75
855.00,30.75
855.50,30.75
856.00,31.25
856.50,30.50
857.00,30.75
857.50,31.00
858.00,30.75
858.50,31.00
859.00,31.25
859.50,30.50
860.00,31.00
860.50,30.50
861.00,31.00
861.50,31.00
862.00,31.00
862.50,31.00
863.00,30.75
863.50,31.00
864.00,31.00
864.50,31.25
865.00,30.75
865.50,31.25
866.00,31.00
866.50,30.75
867.00,31.00
867.50,31.00
868.00,31.25
868.50,31.00
869.00,31.00
869.50,30.75
870.00,31.00
870.50,31.00
871.00,31.25
871.50,31.50
872.00,31.00
872.50,31.00
873.00,31.00
873.50,31.00
874.00,31.00
874.50,31.00
875.00,31.25
875.50,31.25
876.00,31.25
876.50,31.00
877.00,31.50
877.50,31.50
878.00,31.25
878.50,31.00
879.00,31.00
879.50,31.50
880.00,31.25
880.50,31.25
881.00,31.00
881.50,31.00
882.00,31.25
882.50,31.00
883.00,31.25
883.50,30.75
884.00,31.00
884.50,31.25
885.00,31.00
885.50,31.50
886.00,31.25
886.50,31.50
887.00,31.00
887.50,31.50
888.00,31.50
888.50,31.50
889.00,31.25
889.50,31.00
890.00,31.25
890.50,31.00
891.00,31.25
891.50,31.25
892.00,31.00
892.50,31.50
893.00,31.50
893.50,31.50
894.00,31.25
894.50,31.25
895.00,31.50
895.50,31.50
896.00,31.25
896.50,31.00
897.00,31.00
897.50,31.00
898.00,31.00
898.50,31.00
899.00,31.25
899.50,31.25
900.00,31.25
900.50,31.25
901.00,31.25
901.50,31.50
902.00,31.25
902.50,31.50
903.00,31.50
903.50,31.00
904.00,31.50
904.50,31.00
905.00,31.75
905.50,31.75
906.00,31.25
906.50,31.50
907.00,31.50
907.50,31.00
908.00,31.50
908.50,31.25
909.00,31.75
909.50,31.25
910.00,31.25
910.50,31.00
911.00,31.50
911.50,31.00
912.00,31.50
912.50,31.50
913.00,31.75
913.50,31.75
914.00,31.00
914.50,31.50
915.00,31.75
915.50,31.50
916.00,31.50
916.50,31.50
917.00,31.75
917.50,31.50
918.00,31.50
918.50,31.75
919.00,31.75
919.50,31.75
920.00,31.50
920.50,31.75
921.00,31.75
921.50,31.25
922.00,31.75
922.50,31.50
923.00,31.75
923.50,31.50
924.00,31.50
924.50,31.25
925.00,31.75
925.50,31.25
926.00,32.00
926.50,31.50
927.00,31.50
927.50,31.50
928.00,31.75
928.50,32.00
929.00,31.50
929.50,31.25
930.00,31.50
930.50,31.75
931.00,31.50
931.50,31.50
932.00,31.00
932.50,31.75
933.00,31.25
933.50,31.50
934.00,31.75
934.50,31.75
935.00,32.00
935.50,32.00
936.00,31.50
936.50,31.50
937.00,31.50
937.50,31.50
938.00,32.00
938.50,32.00
939.00,31.50
939.50,31.75
940.00,31.75
940.50,31.50
941.00,31.75
941.50,31.75
942.00,31.75
942.50,31.50
943.00,31.50
943.50,31.75
944.00,31.75
944.50,31.25
945.00,31.75
945.50,31.25
946.00,31.75
946.50,31.50
947.00,31.50
947.50,31.75
948.00,31.75
948.50,31.75
949.00,31.75
949.50,31.50
950.00,32.00
950.50,31.50
951.00,32.00
951.50,31.50
952.00,32.00
952.50,31.75
953.00,32.00
953.50,32.00
954.00,31.75
954.50,32.00
955.00,31.75
955.50,32.00
956.00,31.50
956.50,31.75
957.00,31.50
957.50,31.75
958.00,32.25
958.50,32.25
959.00,32.00
959.50,31.75
960.00,31.75
960.50,32.00
961.00,31.75
961.50,32.00
962.00,32.00
962.50,32.00
963.00,32.00
963.50,32.25
964.00,32.00
964.50,32.00
965.00,32.25
965.50,32.25
966.00,31.50
966.50,32.25
967.00,31.75
967.50,31.75
968.00,32.00
968.50,32.25
969.00,31.75
969.50,32.25
970.00,32.00
970.50,32.25
971.00,31.75
971.50,32.00
972.00,32.25
972.50,32.25
973.00,32.00
973.50,32.00
974.00,32.25
974.50,31.75
975.00,32.00
975.50,32.25
976.00,31.75
976.50,32.00
977.00,32.25
977.50,32.25
978.00,31.75
978.50,31.50
979.00,31.75
979.50,32.00
980.00,31.75
980.50,32.00
981.00,32.00
981.50,31.75
982.00,32.00
982.50,31.25
983.00,32.00
983.50,32.25
984.00,32.25
984.50,32.50
985.00,32.00
985.50,32.25
986.00,32.00
986.50,32.25
987.00,32.00
987.50,32.50
988.00,32.25
988.50,32.25
989.00,32.25
989.50,32.50
990.00,32.00
990.50,32.00
991.00,32.00
991.50,32.00
