tiempo_s,temperatura_C
579.50,29.75
580.00,29.25
580.50,30.00
581.00,29.75
581.50,30.00
582.00,29.25
582.50,29.75
583.00,29.25
583.50,30.00
584.00,29.50
584.50,29.50
585.00,29.75
585.50,29.25
586.00,29.75
586.50,29.75
587.00,29.75
587.50,29.75
588.00,29.50
588.50,29.75
589.00,29.75
589.50,29.75
590.00,29.75
590.50,30.00
591.00,29.75
591.50,29.50
592.00,29.75
592.50,30.00
593.00,29.75
593.50,29.00
594.00,30.00
594.50,30.00
595.00,30.00
595.50,30.00
596.00,29.75
596.50,30.00
597.00,29.75
597.50,29.50
598.00,29.50
598.50,29.25
599.00,29.25
599.50,29.75
600.00,29.75
600.50,29.75
601.00,29.75
601.50,30.00
602.00,30.00
602.50,30.25
603.00,29.75
603.50,30.25
604.00,29.50
604.50,30.00
605.00,29.75
605.50,30.25
606.00,30.00
606.50,30.00
607.00,30.25
607.50,30.00
608.00,30.00
608.50,29.75
609.00,29.75
609.50,29.75
610.00,29.75
610.50,29.75
611.00,29.25
611.50,30.25
612.00,30.00
612.50,30.50
613.00,29.75
613.50,30.00
614.00,30.25
614.50,30.25
615.00,30.00
615.50,29.50
616.00,29.50
616.50,30.00
617.00,30.25
617.50,30.00
618.00,30.25
618.50,30.00
619.00,30.25
619.50,30.25
620.00,30.50
620.50,30.50
621.00,30.00
621.50,30.50
622.00,30.25
622.50,30.25
623.00,29.75
623.50,29.75
624.00,30.00
624.50,29.50
625.00,30.00
625.50,29.75
626.00,30.00
626.50,30.50
627.00,30.00
627.50,30.00
628.00,29.75
628.50,30.25
629.00,29.50
629.50,30.00
630.00,29.75
630.50,30.25
631.00,30.50
631.50,30.25
632.00,30.00
632.50,29.75
633.00,30.50
633.50,30.50
634.00,30.00
634.50,30.00
635.00,30.50
635.50,30.25
636.00,30.50
636.50,29.75
637.00,30.25
637.50,30.50
638.00,30.00
638.50,30.25
639.00,30.00
639.50,30.50
640.00,30.25
640.50,30.50
641.00,30.50
641.50,30.00
642.00,30.00
642.50,30.25
643.00,30.50
643.50,30.00
644.00,30.25
644.50,30.25
645.00,30.00
645.50,30.50
646.00,30.75
646.50,30.25
647.00,30.25
647.50,30.00
648.00,30.25
648.50,30.25
649.00,30.75
649.50,30.00
650.00,30.50
650.50,30.50
651.00,30.50
651.50,29.75
652.00,29.75
652.50,30.50
653.00,30.25
653.50,30.50
654.00,30.00
654.50,30.25
655.00,30.50
655.50,30.50
656.00,30.75
656.50,30.25
657.00,30.25
657.50,30.00
658.00,30.00
658.50,30.25
659.00,30.75
659.50,30.00
660.00,30.25
660.50,30.50
661.00,30.25
661.50,30.50
662.00,30.75
662.50,30.75
663.00,30.50
663.50,30.25
664.00,30.75
664.50,30.50
665.00,30.25
665.50,30.25
666.00,30.75
666.50,30.00
667.00,30.00
667.50,30.75
668.00,30.25
668.50,30.50
669.00,30.00
669.50,30.25
670.00,30.75
670.50,30.50
671.00,30.75
671.50,30.25
672.00,30.75
672.50,30.50
673.00,30.25
673.50,30.25
674.00,30.75
674.50,30.25
675.00,30.50
675.50,30.25
676.00,30.75
676.50,30.00
677.00,30.50
677.50,30.25
678.00,30.75
678.50,30.75
679.00,30.50
679.50,30.25
680.00,30.75
680.50,30.75
681.00,30.25
681.50,30.50
682.00,30.25
682.50,30.75
683.00,30.75
683.50,30.75
684.00,30.75
684.50,30.75
685.00,31.00
685.50,30.25
686.00,30.25
686.50,30.75
687.00,30.50
687.50,31.00
688.00,30.50
688.50,30.75
689.00,30.25
689.50,31.00
690.00,30.75
690.50,30.75
691.00,30.50
691.50,30.50
692.00,30.50
692.50,30.00
693.00,30.75
693.50,30.00
694.00,30.75
694.50,30.50
695.00,31.00
695.50,30.25
696.00,30.25
696.50,30.50
697.00,30.50
697.50,30.75
698.00,30.75
698.50,31.00
699.00,30.50
699.50,30.75
700.00,30.75
700.50,31.00
701.00,30.50
701.50,30.50
702.00,30.50
702.50,30.75
703.00,31.00
703.50,30.50
704.00,30.75
704.50,30.25
705.00,30.75
705.50,30.25
706.00,30.50
706.50,31.00
707.00,30.75
707.50,31.25
708.00,31.00
708.50,30.75
709.00,30.75
709.50,30.75
710.00,31.00
710.50,31.00
711.00,30.50
711.50,31.00
712.00,30.75
712.50,30.75
713.00,31.25
713.50,31.00
714.00,31.00
714.50,30.75
715.00,30.50
715.50,31.00
716.00,31.00
716.50,31.00
717.00,30.75
717.50,30.75
718.00,31.00
718.50,31.00
719.00,30.50
719.50,31.25
720.00,31.00
720.50,30.75
721.00,31.25
721.50,30.75
722.00,31.00
722.50,31.00
723.00,31.00
723.50,30.75
724.00,30.50
724.50,30.75
725.00,30.75
725.50,31.00
726.00,30.75
726.50,31.25
727.00,30.75
727.50,30.75
728.00,31.00
728.50,31.25
729.00,30.75
729.50,31.50
730.00,30.75
730.50,31.25
731.00,31.25
731.50,30.50
732.00,30.75
732.50,31.25
733.00,31.25
733.50,30.75
734.00,30.75
734.50,30.25
735.00,31.25
735.50,31.25
736.00,31.25
736.50,30.50
737.00,30.75
737.50,31.25
738.00,31.00
738.50,30.75
739.00,31.25
739.50,30.50
740.00,31.25
740.50,31.25
741.00,31.00
741.50,31.25
742.00,30.75
742.50,31.25
743.00,31.50
743.50,30.75
744.00,31.25
744.50,31.00
745.00,30.75
745.50,31.25
746.00,30.75
746.50,30.75
747.00,30.75
747.50,31.25
748.00,31.50
748.50,31.50
749.00,31.25
749.50,31.50
750.00,31.25
750.50,31.25
751.00,31.00
751.50,31.50
752.00,31.50
752.50,31.25
753.00,31.25
753.50,31.00
754.00,31.50
754.50,31.00
755.00,31.50
755.50,31.25
756.00,31.50
756.50,31.50
757.00,31.25
757.50,31.25
758.00,31.50
758.50,31.00
759.00,31.25
759.50,31.00
760.00,31.50
760.50,31.50
761.00,31.00
761.50,31.75
762.00,30.75
762.50,30.75
763.00,31.50
763.50,31.50
764.00,31.50
764.50,31.25
765.00,31.25
765.50,31.50
766.00,31.00
766.50,31.25
767.00,31.25
767.50,31.00
768.00,31.50
768.50,31.25
769.00,31.50
769.50,31.25
770.00,31.50
770.50,31.00
771.00,31.50
771.50,31.00
772.00,31.25
772.50,31.50
773.00,31.50
773.50,31.25
774.00,31.25
774.50,31.00
775.00,31.25
775.50,31.50
776.00,31.25
776.50,31.50
777.00,31.75
777.50,31.50
778.00,31.50
778.50,31.50
779.00,31.25
779.50,31.75
780.00,31.25
780.50,31.50
781.00,30.75
781.50,31.00
782.00,31.25
782.50,31.75
783.00,31.50
783.50,31.50
784.00,31.50
784.50,31.50
785.00,31.50
785.50,31.50
786.00,31.75
786.50,31.00
787.00,31.25
787.50,31.25
788.00,31.00
788.50,31.50
789.00,31.25
789.50,31.25
790.00,31.50
790.50,31.00
791.00,31.25
791.50,31.50
792.00,31.25
792.50,31.25
793.00,31.00
793.50,31.75
794.00,31.25
794.50,31.25
795.00,31.75
795.50,31.25
796.00,31.75
796.50,31.50
797.00,31.00
797.50,31.50
798.00,31.50
798.50,31.00
799.00,31.75
799.50,31.75
800.00,30.75
800.50,31.50
801.00,31.75
801.50,31.75
802.00,31.75
802.50,31.25
803.00,31.25
803.50,31.25
804.00,31.50
804.50,31.00
805.00,31.75
805.50,31.50
806.00,31.50
806.50,31.50
807.00,31.75
807.50,31.50
808.00,31.75
808.50,31.25
809.00,31.25
809.50,31.25
810.00,31.75
810.50,31.75
811.00,31.75
811.50,31.25
812.00,31.25
812.50,31.75
813.00,31.25
813.50,31.75
814.00,31.75
814.50,31.75
815.00,31.75
815.50,32.00
816.00,31.75
816.50,32.00
817.00,31.50
817.50,31.50
818.00,32.00
818.50,31.25
819.00,31.50
819.50,31.75
820.00,31.75
820.50,32.00
821.00,31.50
821.50,32.00
822.00,31.75
822.50,31.75
823.00,32.00
823.50,31.50
824.00,32.00
824.50,31.75
825.00,31.75
825.50,31.50
826.00,31.75
826.50,32.00
827.00,32.00
827.50,31.75
828.00,31.75
828.50,31.50
829.00,31.75
829.50,31.50
830.00,31.75
830.50,31.50
831.00,31.75
831.50,32.25
832.00,31.75
832.50,32.00
833.00,32.00
833.50,31.50
834.00,31.50
834.50,32.00
835.00,31.50
835.50,32.00
836.00,31.75
836.50,31.75
837.00,31.75
837.50,31.25
838.00,31.75
838.50,31.50
839.00,31.75
839.50,31.50
840.00,32.00
840.50,31.25
841.00,32.00
841.50,32.00
842.00,32.00
842.50,31.75
843.00,32.00
843.50,31.50
844.00,32.25
844.50,32.00
845.00,31.50
845.50,32.00
846.00,32.00
846.50,32.00
847.00,32.00
847.50,32.00
848.00,31.50
848.50,32.00
849.00,32.00
849.50,31.75
850.00,32.00
850.50,31.50
851.00,32.00
851.50,32.00
852.00,31.50
852.50,31.75
853.00,31.50
853.50,31.75
854.00,32.00
854.50,32.00
855.00,32.00
855.50,31.75
856.00,32.25
856.50,32.25
857.00,32.00
857.50,32.25
858.00,32.00
858.50,32.25
859.00,31.50
859.50,32.25
860.00,32.00
860.50,32.25
861.00,32.25
861.50,31.50
862.00,32.25
862.50,31.50
863.00,32.00
863.50,32.25
864.00,32.25
864.50,32.00
865.00,31.75
865.50,32.25
866.00,32.25
866.50,32.00
867.00,32.50
867.50,31.75
868.00,32.25
868.50,31.25
869.00,32.00
869.50,32.25
870.00,32.00
870.50,32.25
871.00,32.25
871.50,32.00
872.00,32.25
872.50,31.75
